page	title	examples	accepted	rejected	sha256
gram/morphol/glagol/ponudzalog4.htm	Как и во взаимном залоге, в обеих разновидностях понудительного залога выражается осуществление активного действия путем определенного взаимодействия двух субъектов. Но само взаимодействие во всех этих трех случаях производится на принципиально разных началах: соучастие в действии, фактически производимом основным субъектом-подлежащим (понудительный залог в первом его значении); взаимодействие субъектов на паритетных началах или оказание помощи одного субъекта другому (взаимный залог); субординативное взаимодействие двух субъектов с актуализацией одного из них и игнорированием другого (понудительный залог во втором его значении). По этому последнему признаку, заключающемуся в субъектно-объектной обратимости, понудительный залог напоминает страдательный залог, тем более, что при них в положение объекта ставится основной исполнитель действия.	0	0	0	63913bb9a5aa998197546ed175cbe4f276777679e8c430659b32327717ee151f
gram/morphol/glagol/predmod.htm	КОНСТРУКЦИИ, ВЫРАЖАЮЩИЕ ПРЕДПОЛОЖИТЕЛЬНУЮ МОДАЛЬНОСТЬ	60	56	4	924fbfd01bdccd83424f34094fbe1eb71f738750e25ef06288a062972423e5b1
gram/morphol/glagol/predmod1.htm	Примечание ответ. ред. Конструкция на -ған бул-, как это отметил еще Н. К. Дмитриев, выражает притворно-показное действие: эшләгән бул- 'делать вид, что работаешь'. Отрицательный вариант такого действия представляет аналитическая конструкция на -мәмешкә һалыш-: күрмәмешкә һалыш- 'сделать вид, что не видишь'.	6	5	1	71a113bcd0c74f21e564b9860352f968a5f9411e48294c08ab1dec647b6749b3
gram/morphol/glagol/prichastieobchchar.htm	ОБЩАЯ ХАРАКТЕРИСТИКА	73	73	0	bc85f05daa868c5bb09cc0f451c3dc91fcb906d96912f8e6c1332a20038cc5f1
gram/morphol/glagol/prichbudvr.htm	ПРИЧАСТИЕ БУДУЩЕГО ВРЕМЕНИ	177	168	9	6f534085dc8e0f4bf43b5040072ae57f0d7d4d8834f1889fee54e9997be67355
gram/morphol/glagol/prichnastvr.htm	ПРИЧАСТИЕ НАСТОЯЩЕГО ВРЕМЕНИ	85	81	4	efb510ba447ab8929e858ee6deb0f21359e42fee1b0c2bb5546ee44d0c156c9f
gram/morphol/glagol/prichproshvr.htm	ПРИЧАСТИЕ ПРОШЕДШЕГО ВРЕМЕНИ	124	120	4	796774fb96d9645d8cc9a532692ebaa16d43359d7a5e92a465d8b2862adfe3e6
gram/morphol/glagol/stradzalog.htm	СТРАДАТЕЛЬНЫЙ ЗАЛОГ	150	143	7	b5ff50950304f21a2283ec7f0291485281250136be8887469295128f00bd72a5
gram/morphol/glagol/stradzalog1.htm	Севортян Э. В. Этимологический словарь тюркских языков. М., 1974, с. 576.	0	0	0	fd702aaf1a4678d3419667265e1517667414a0c399d1b7ef03e60f9a723305d2
gram/morphol/glagol/stradzalog2.htm	См.: Севортян Э. В. Этимологический словарь тюркских языков. М., 1974, с. 542 и сл.	0	0	0	dd37670793bba2cb659a34a4ebd509cc4e90ab787954d18df96e23bc58a6dd17
gram/morphol/glagol/vnutriglaol.htm	ВНУТРИГЛАГОЛЬНОЕ СЛОЖЕНИЕ	570	547	23	45126ab105c1c226383b434f65d3d9055acd3a5768b55f3b40126ceac47b4438
gram/morphol/glagol/vnutriglaol1.htm	Другое дело, когда глагол бөт- десемантизируется и в сочетании с предыдущим деепричастием, тоже лишенным своего значения, создает производные слова с типовым значением вроде арып бөт- 'крайне устать', буялып бөт- 'измазаться, вымазаться', интегеп бөт- 'известись, измучиться', сатнап бөт- 'растрескаться' и т. п.: Бөтөнләй күҙҙәрем талып бөттө (К. Мәргән) 'Глаза мои очень утомились'; Йүнле һүҙ таба алмай тирләп бөттөм (Т. Йәнәби) 'Не найдя нужных слов, я даже вспотел'. Сходную функцию выполняет в сочетании с деепричастием на -п и производный глагол бөтөр-: Шунда инде әллә ниҙәр уйлап бөтөрҙөм, әй (Т. Йәнәби) 'О чем только не подумал я тогда'.	19	19	0	6d8efcb0620519c1f1af7a140eb238364c7a72a7863ebd171f30411e378873be
gram/morphol/glagol/vnutriglaol2.htm	В таком свободном словосочетании с инфинитивом на -рга/-ргә может быть заменен и сам глагол башла- синонимом тотон- 'начинать, приступить'; Улар икеһе һөйләшергә тотондолар (Т. Йәнәби) 'Они вдвоем начали говорить'; һуңынан был үкһеп-үкһеп иларға тотондо (3. Хисмәтуллин) 'Потом она стала горько плакать'. В отдельных тюркских языках, например турецком и чувашском, и при глаголе башла- употребляется не деепричастие, а только инфинитив, как это имеет место в данном случае.	12	10	2	879d2065e6b42550ebffa2f62c9f4683b80255b799a86236dd6fee931910ffd5
gram/morphol/glagol/vnutriglaol3.htm	Как это давно замечено, из двух совершаемых одно за другим действий первое должно быть обозначено деепричастием на -п (Мелиоранский П. М. Краткая грамматика казак-киргизского языка, ч. II. Синтаксис. СПб., 1897, с. 36).	0	0	0	2350f705ef6f3b6b6ddfc407652086bdcae5806a86d2fdf39cb2f2cb9bacb233
gram/morphol/glagol/vnutriglaol4.htm	На базе отрицательного варианта рассмотренной формы сложилась самостоятельная форма деепричастия на -май/-мәй, тороп с ограничительно-временным обстоятельственным значением: Сәлмәнде үҙ ҡулы менән ултыртып ебәрмәй тороп, урынынан ҡуҙғалманы (К. Мәргән) 'Пока не проводил Сальмана, усадив его своими собственными руками, не сдвинулся с места'.	9	9	0	e25996f3f04e59fb8b07a7f4d90f4eeaf998fd41adde9789bcf41d61443d8449
gram/morphol/glagol/vozvzalog.htm	ВОЗВРАТНЫЙ ЗАЛОГ	135	134	1	a3aa5c445b7cd80ba1c328acaef690716f48b202a397a49356a35926bf20f7b1
gram/morphol/glagol/vremyabudopr.htm	Будущее неопределенное время	46	46	0	ea9e3430aff4cb85481e97a12c09f67351d972b6299fa76974bf2d4bfac55024
gram/morphol/glagol/vremyadavnoproshneopr.htm	Давнопрошедшее неопределенное время	26	25	1	7f4a2e6b0ff6b754a7228610aaafa6b071500744533be5e8e63899287e970ebb
gram/morphol/glagol/vremyadavnoproshopr.htm	Формы давнопрошедшего определенного времени	110	109	1	67828665a6b0dc124d5e4a5856e6388d8f76e58de8f0e517167b8d896d33c4a6
gram/morphol/glagol/vremyanast.htm	Настоящее время	238	231	7	9ab6db3df736a37af9719e5ba552d9b2d18bf166feb954c1a7f09cea0395a1e6
gram/morphol/glagol/vremyanast1.htm	Это значение в лингвистической литературе часто квалифицируется как «актуальное настоящее». В башкирском языке данное значение передается полуграмматикализированной аналитической конструкцией, образованной сочетанием деепричастной ормы и одного из вспомогательных глаголов – ултыр-, йөрө-, тор-, ят-, кил-, бар-, например: уҡып йөрөй 'учится в данный момент', уҡып ултыра, уҡып ята 'учится в данное время', китеп бара 'идет в данный момент', ҡайтып килә 'возвращается в данный момент', һөйләп тора 'рассказывает в данный момент'.	15	15	0	873880ff4560b4cc5deac563fba44e814d90301fbfc0f3128a26335d14cab312
gram/morphol/glagol/vremyapredproshnagainy.htm	Предпрошедшее определенное время (форма на -ғайны)	39	38	1	026a135da9747ad9759100f4de5e4163f7b0bc80b99ec00ff6a9837406b05e56
gram/morphol/glagol/vremyapredproshnaganbulgan.htm	Предпрошедшее неопределенное время (форма на -ған булған-)	26	24	2	45bbc9bccd7a1790154f00615bfb9c63a4416f8e356d2059d7b3b46496d7e894
gram/morphol/glagol/vremyaproshednady.htm	Прошедшее определенное время (форма на -ды)	51	49	2	a9503f3cb3a9a912cb05b950b080fa5422d8f3b729dd51c5c0e94bd1380144c7
gram/morphol/glagol/vremyaproshednagan.htm	Прошедшее неопределенное время (форма на -ған)	116	114	2	f6b220902aa0df161ca5e5461e41d14219d94a83b9ae264fa8e4c44a202db1da
gram/morphol/glagol/vremyaproshednezakon.htm	Прошедшее незаконченное время (форма на -а ине-)	26	26	0	face2aa6cb8c5934d3ccd538a1d6cc1879b4982c6b498cff1f2f79c407490140
gram/morphol/glagol/vzaimzalog.htm	ВЗАИМНЫЙ ЗАЛОГ	226	218	8	e3fef58da7fb871f13002b508a6ef3b5121db04bc23ca9da3bc484f7f7d2e106
gram/morphol/mejdomet/mejdomet.htm	МЕЖДОМЕТИЯ	474	450	24	aed15921c61b8319f4fbf85d8af8e62f7c7ed290b83c8f6944d276bf95cfb9bc
gram/morphol/mejdomet/mejdomet1.htm	Как риторическое обращение в поэтической речи употребляется заимствованное из русского языка междометие о. Оно интонационно и пунктуационно не отделяется от слова-обращения: О рус ере! Ҡайҙа атлаһаҡ та, һин йөрөрһөң беҙҙең күңелдә. (Р. Ниғмәти) 'О русская земля! Где бы мы ни шагали, ты будешь с нами в наших сердцах'; О һин, әсә! Ҡасан күргәнең бар һис ҡорбанһыҙ булған көрәште (Н. Нәжми) 'О мать! Когда ты видела борьбу без жертв'.	14	14	0	5fd602d78a3f667a9a3c7e1a62da608b2e4b5af90eb74c543a85e899b712f7a8
gram/morphol/mestoim/lichmestoim.htm	ЛИЧНЫЕ МЕСТОИМЕНИЯ	92	91	1	7cf066f3226d0024d73e3cc06e2c4d5fd34418fa083b1a73440aaf169db1614c
gram/morphol/mestoim/neopredmestoim.htm	НЕОПРЕДЕЛЕННЫЕ МЕСТОИМЕНИЯ	53	48	5	eb621326549c114f58716b84c3107b6fd7c0f6c4eb122de4da7b0ea9a02bfd5a
gram/morphol/mestoim/obchchar.htm	МЕСТОИМЕНИЕ	31	31	0	655013fa95134e66faefdcc163bbfa9f4ba1508c5a3fc0234295dfb3dfcc87f3
gram/morphol/mestoim/opredmestoim.htm	ОПРЕДЕЛИТЕЛЬНЫЕ МЕСТОИМЕНИЯ	95	93	2	cddb3948da802d935aef56ffb62c3fa0a3919ffe8baa4db127f4f529fc56e0cb
gram/morphol/mestoim/otritsmestoim.htm	ОТРИЦАТЕЛЬНЫЕ МЕСТОИМЕНИЯ	35	35	0	4d0949822b3cd5ff0299acaaed08c075ffd90e60caed7db591d638c6326df511
gram/morphol/mestoim/pritmestoim.htm	ПРИТЯЖАТЕЛЬНЫЕ МЕСТОИМЕНИЯ	23	17	6	174a7c351202dbb283f7e6e5926dab553cac5397b1d2d905350bc0e9c9b96ace
gram/morphol/mestoim/ukazmestoim.htm	УКАЗАТЕЛЬНЫЕ МЕСТОИМЕНИЯ	170	168	2	21106e6f8f8ca7af6fbaa6711e20beefd0a38e4b89e5434298ddbe58bb33fb1c
gram/morphol/mestoim/voprmestoim.htm	ВОПРОСИТЕЛЬНЫЕ МЕСТОИМЕНИЯ	66	63	3	d1976b94f8f2b6c7518752a4e52eac58148b52e35e614c69185a8ee529fca629
gram/morphol/modslova/modsldoljneob.htm	МОДАЛЬНЫЕ СЛОВА СО ЗНАЧЕНИЕМ ДОЛЖЕНСТВОВАНИЯ И НЕОБХОДИМОСТИ	109	106	3	ab2b0074cb381588c516e6abc50d8899c6ed0f7e72e69b905fa1fbeee271760b
gram/morphol/modslova/modslovagipotet.htm	ГИПОТЕТИЧЕСКИЕ МОДАЛЬНЫЕ СЛОВА	48	47	1	71780d781dcc691fd58722df029f71df6e38f29baa2dc9b58dde205de3cd38f9
gram/morphol/modslova/modslpobuj.htm	МОДАЛЬНЫЕ СЛОВА, ВЫРАЖАЮЩИЕ ПОБУЖДЕНИЕ	18	18	0	8fb51d48b5b5add76862088c1434d36c0d6faefa43b7acc12aa08a5f51af1e01
gram/morphol/modslova/modslutvotrits.htm	МОДАЛЬНЫЕСЛОВА СО ЗНАЧЕНИЕМ УТВЕРЖДЕНИЯ И ОТРИЦАНИЯ	178	169	9	9d8fc7cae3f14b98108d145e8b44c502ebc30d19b034467d3feca6aae75b4edd
gram/morphol/modslova/modslvozmoj.htm	МОДАЛЬНЫЕ СЛОВА СО ЗНАЧЕНИЕМ ВОЗМОЖНОСТИ	34	31	3	1eeb6a8c75b416ca8f039e9c33b4830429cd23a8bdda801d6c80aca07c816ff0
gram/morphol/modslova/obchchar.htm	МОДАЛЬНЫЕ СЛОВА	16	16	0	0c657e39a714952caf7af2b8294a3fb2602473d6727f3eabec2efeca2a625d57
gram/morphol/morhol1.html	МОРФОЛОГИЯ	5	1	4	2766739924b8f0d0f7320aaefc9a5f7e7c93303177cceb6867cf1bd89f5f3c9e
gram/morphol/narechie/adverb.htm	АДВЕРБИАЛИЗАЦИЯ	108	103	5	e9b7f26795c5c56a160111e88ffe87b7fac14e8f4fd4c969155c90d8178d1b30
gram/morphol/narechie/affic.htm	АФФИКСАЦИЯ	102	99	3	74558d94ea7f92e8e94198084e86d55037a856ec4dbe0c9ff5475d122e6c79e0
gram/morphol/narechie/kornevye.htm	КОРНЕВЫЕ НАРЕЧИЯ	53	46	7	71b6c503dad09ef01975bcf5348d33106c5d96db8704ab7056d6eb505dadffd3
gram/morphol/narechie/lexsostav.htm	ЛЕКСИЧЕСКИЙ СОСТАВ НАРЕЧИЙ	58	44	14	8fd541e91e2f4afacc7586b8899905e590b3fc031f5b724428079e68986d337f
gram/morphol/narechie/obchchar.htm	ОБЩАЯ ХАРАКТЕРИСТИКА	21	17	4	fefaab64607dbdcd6db2a2f9d91d8e2ae63513cc14ac4a88b62031354e87196a
gram/morphol/narechie/razryady.htm	РАЗРЯДЫ НАРЕЧИЙ	30	28	2	6e2bfce828ca49237904dcc22e9db28af54f4a4b07f976bb9236d6ddb7c4d419
gram/morphol/narechie/redupl.htm	РЕДУПЛИКАЦИЯ	45	45	0	1f66e187ca1467597782567c5ead381e3f707e95709f975314a7aed8623e2789
gram/morphol/narechie/slovosloj.htm	СЛОВОСЛОЖЕНИЕ	99	95	4	588ee0890013a1079481db64a8c2c73e3e0bd58f42fe5dbd383727fe7545c2f3
gram/morphol/narechie/sravnitstepen.htm	СРАВНИТЕЛЬНАЯ СТЕПЕНЬ НАРЕЧИЙ	39	32	7	50bec91afb60c0b6cdc83cdd195b7ef5cfe542d19c44594c8cb3ebead5abde09
gram/morphol/narechie/syntfun.htm	СИНТАКСИЧЕСКИЕ ФУНКЦИИ НАРЕЧИЙ	80	80	0	4bdd2ffcf8c7e8512b40bbf6c00275ca75bc886d0866fd0d31822afde4fb0192
gram/morphol/podrajslova/obchchar.htm	ПОДРАЖАТЕЛЬНЫЕ СЛОВА	2	1	1	c9c3b2efaa7a35b04bb8da54f80a37da625109e19086959385d440e1236e6ce4
gram/morphol/podrajslova/structpodrsl.htm	СТРУКТУРА ПОДРАЖАТЕЛЬНЫХ СЛОВ	232	196	36	51c99d05f51ae7ee208131d04e7445c298def9c63103fcf0991e0a69b468778a
gram/morphol/podrajslova/structpodrsl1.htm	Дмитриев Н. К.  Грамматика башкирского языка. М.; Л., 1948, с. 29.	0	0	0	d1332227c2351e1939d34962a584e31a899595c435888ca89328ace4c4c80089
gram/morphol/podrajslova/syntfun.htm	СИНТАКСИЧЕСКИЕ ФУНКЦИИ ПОДРАЖАТЕЛЬНЫХ СЛОВ	136	131	5	d530f40b75eff09b065fe162e3b66066d4d3064bc3292561431ffc91e57e8e16
gram/morphol/podrajslova/zvatslova.htm	ЗВАТЕЛЬНЫЕ СЛОВА	30	20	10	d5216a7ddbfb63968a327ed50671c7857c6861582a2cf0cc322f9df0a91487ce
gram/morphol/poslelogi/obchchar.htm	ОБЩАЯ ХАРАКТЕРИСТИКА	125	101	24	e33ac561832fc8b5d4efdf4abff7c7850af4738c6bf35008e89aa3900c16fae7
gram/morphol/poslelogi/posleloguprdatpad.htm	ПОСЛЕЛОГИ, УПРАВЛЯЮЩИЕ ДАТЕЛЬНЫМ ПАДЕЖОМ	115	115	0	2b926a9b1bb173f1677d158eff642dc5650a305c16912f6c423dbbbc95764d04
gram/morphol/poslelogi/posleloguprishpad.htm	ПОСЛЕЛОГИ, УПРАВЛЯЮЩИЕ ИСХОДНЫМ ПАДЕЖОМ	77	77	0	7a73e3596138a11ceeb2ba317888bd784201784a59d4e6ef2afca672f04d9c40
gram/morphol/poslelogi/posleloguprosnpad.htm	ПОСЛЕЛОГИ, УПРАВЛЯЮЩИЕ ОСНОВНЫМ ПАДЕЖОМ	241	239	2	c57c3d0d7ef61698c23bff19ba46e8bd59f3e10b5cc8f029dfe04102e0976535
gram/morphol/prilag/adekt.htm	АДЪЕКТИВАЦИЯ ГЛАГОЛЬНЫХ ФОРМ	120	119	1	a6eee7fa0ebe4fdceb5d8277bde2c1b23049a94d9d713c6468babd3aa39fdc5d
gram/morphol/prilag/formyusil.htm	ФОРМЫ ВЫРАЖЕНИЯ УСИЛЕНИЯ И ОСЛАБЛЕНИЯ ПРИЗНАКА	82	65	17	3df957e97b55c8c84e6763cf74f76c7455e91ecc7cf45d7c789584eaff7f243d
gram/morphol/prilag/formyusil1.htm	Употребление существительных, наречий и других слов в функции усилителей признака типа сейә ҡыҙыл 'красный, цвета вишни', ут йәшел 'зеленый, цвета травы', дөм ҡараңғы 'совсем темный', шоморт ҡара 'черный, цвета черемухи', салт аяҙ 'совершенно ясный', тома һуҡыр 'совершенно слепой' или аналитических конструкций бик һәйбәт (кеше) 'очень хороший (человек)', ғәжәп ҙур (пароход) 'удивительно большой (пароход)' и т. п. представляет собой скорее лексико-синтаксическое явление, нежели грамматическое, и подлежит описанию в других разделах.	17	17	0	fda91ed302d524821d61e59dd4966b3710b2119d26db9c1d0d8598932cea227f
gram/morphol/prilag/formyusil2.htm	Исхаков Ф. Г. Имя прилагательное. – ИСГТЯ, ч. 2, с. 147 и сл.	0	0	0	dd58a2107b91ab2114f06c8360e9a3828fc4c0b49c5f8b7c2e2676ffad95205b
gram/morphol/prilag/formyusil3.htm	В языке башкир Оренбургской, Куйбышевской и Саратовской областей, относящемся к южному диалекту башкирского языка, для передачи меньшей интенсивности качества употребляется афф. -лау/-ләү: ҡаралау 'черноватый', һарылау 'желтоватый', йәшелләү 'зеленоватый' и др.	5	4	1	926cc17e1ed49030e78a0b8e222f2a319c7ebd88f6cc9224bb4fa73e2d04fef3
gram/morphol/prilag/maloprodaffi.htm	МАЛОПРОДУКТИВНЫЕ АФФИКСЫ	420	364	56	4d2911443deb4ce79885ebaed9da81c7e5acf5c8b4db128a49e75a708475774e
gram/morphol/prilag/maloprodaffi1.htm	Räsänen M.Versuch eines etymologischen Wörterbuchs der T ükksprachen. Helsinki, 1969, р 200.	0	0	0	c972084d48bb8f962a4c2e8a6ab6ad3cf5610d4379573a47603c5384b4bdc189
gram/morphol/prilag/maloprodaffi10.htm	Räsänen M.Versuch eines etymologischen Wörterbuchs der Tükksprachen. Helsinki, 1969, р. 21.	0	0	0	f7ca5f84f32296430e3786b9a6ada32fb9e77657fcf795cfbaea3ba84de8d809
gram/morphol/prilag/maloprodaffi11.htm	Räsänen M.Versuch eines etymologischen Wörterbuchs der Tükksprachen. Helsinki, 1969, с. 484.	0	0	0	11e1025d4ef814bc9b6dfbec4788f14e25b08bb0d06081903bfd99042c0e1e10
gram/morphol/prilag/maloprodaffi12.htm	Räsänen M.Versuch eines etymologischen Wörterbuchs der Tükksprachen. Helsinki, 1969, с. 440.	0	0	0	f5bfc235a75f9cd9c794ed9289f99a302235f4d68aa9a09c54accc1f96c83698
gram/morphol/prilag/maloprodaffi13.htm	Räsänen M.Versuch eines etymologischen Wörterbuchs der Tükksprachen. Helsinki, 1969, р. 473.	0	0	0	92a09a6276799eeebb33ab39e8f131f1fad83102e8d5dd0767fe37a0fac855c0
gram/morphol/prilag/maloprodaffi14.htm	Иллич-Свитыч В. М. Опыт сравнения ностратических языков. М., 1971, с. 230.	0	0	0	1b667c5b317a81606151102e554fe9bf69a55f384c5ae28421842ede3fbc83b0
gram/morphol/prilag/maloprodaffi15.htm	Севортян Э. В. Этимологический словарь тюркских языков: Общетюркские и межтюркские основы на гласные. М., 1974, с. 457.	0	0	0	4d32c963640a114d76e6cdde3d66913f0230cdca88668e7fc057eaeb6a4f9b42
gram/morphol/prilag/maloprodaffi16.htm	Севортян Э. В. Этимологический словарь тюркских языков: Общетюркские и межтюркские основы на гласные. М., 1974, с. 381.	0	0	0	180af29a463a2f695223c23052e3cfdd77de0f8f8f4fe795f1a58f25412e0f48
gram/morphol/prilag/maloprodaffi17.htm	Räsänen M.Versuch eines etymologischen Wörterbuchs der Tükksprachen. Helsinki, 1969, р. 183.	0	0	0	47871f74fd0ee020c5752326677ef8918f8f98e8440ca28d7cb31c20fc0c854e
gram/morphol/prilag/maloprodaffi18.htm	Севортян Э. В. Этимологический словарь тюркских языков: Общетюркские и межтюркские основы на гласные. М., 1974, с. 477–479.	0	0	0	045ece730ccbc59b98fdbf36c0d5a695257323d2f7a75f31df988a2b1df26224
gram/morphol/prilag/maloprodaffi19.htm	Räsänen M.Versuch eines etymologischen Wörterbuchs der Tükksprachen. Helsinki, 1969, р. 347.	0	0	0	4ddd4428b7ba5912e4133bb90d94a0202d683e2ec8d49f7d68fb64a91ed4afd2
gram/morphol/prilag/maloprodaffi2.htm	Ср.: Щербак А. М. Названия домашних и диких животных в тюркских языках.– В кн.: Историческое развитие лексики тюркских языков. М., 1961, с. 135; Немет Ю. Два кыпчакских географических названия в Венгрии. – В кн.: Исследования по тюркологии. Алма-Ата, 1969, с. 26–29.	0	0	0	2eef414d57a9af32a1175f75053692f3e244b466cffed93e46437cef41717a3c
gram/morphol/prilag/maloprodaffi20.htm	Радлов В. В. Опыт словаря тюркских наречий. СПб., 1911, т. 3, с. 1942.	0	0	0	7895983dc7626cd938de1cf046132a766f173606e24db8a92b8c4f68da9f4d4e
gram/morphol/prilag/maloprodaffi3.htm	Räsänen M.Versuch eines etymologischen Wörterbuchs der Tükksprachen. Helsinki, 1969, р. 94.	0	0	0	b1b1697ee4319fc7aeb65bac25d755fa0a3ac1ae72c4c58fd6b3070eba3fed76
gram/morphol/prilag/maloprodaffi4.htm	Räsänen M.Versuch eines etymologischen Wörterbuchs der Tükksprachen. Helsinki, 1969, р 65.	0	0	0	0e37964332ee9da0896986beb52311d8679878223943035aade35b4fc0efa209
gram/morphol/prilag/maloprodaffi5.htm	Räsänen M.Versuch eines etymologischen Wörterbuchs der Tükksprachen. Helsinki, 1969, с. 235.	0	0	0	174ebb292c00281517c3452b6cb99907ddcf43ed3063caf0f51beeeb4573ed3c
gram/morphol/prilag/maloprodaffi6.htm	Räsänen M.Versuch eines etymologischen Wörterbuchs der Tükksprachen. Helsinki, 1969, с. 281.	0	0	0	7f7b0003a8680df58da031423280a4fbc07f12b65c1170caa69a62917f632e14
gram/morphol/prilag/maloprodaffi7.htm	Räsänen M.Versuch eines etymologischen Wörterbuchs der Tükksprachen. Helsinki, 1969, с. 180.	0	0	0	0b9d3cbba54b7c00213a138e9874fd872adc33b256c5ed37b1f5de7ed97a1611
gram/morphol/prilag/maloprodaffi8.htm	Севортян Э. В. Этимологический словарь тюркских языков: Общетюркские и межтюркские основы на гласные. М., 1974,  с. 130.	0	0	0	6ec236d08d5888fcebc775b2e4d64458408e8990cf2125d697df17b341d95b6f
gram/morphol/prilag/maloprodaffi9.htm	См. также: Räsänen M.Versuch eines etymologischen Wörterbuchs der Tükksprachen. Helsinki, 1969, р. 470.	0	0	0	4df8488bf6449a1b25e05bb9e5e4e2726b3c675c25355ba312184948aa088ddb
gram/morphol/prilag/neprodaffi.htm	НЕПРОДУКТИВНЫЕ АФФИКСЫ	76	65	11	2da6556d7121d8faddfacfa18f47913730fd570b56e2a2fa0c1cec3f38b4b9d1
gram/morphol/prilag/neprodaffi1.htm	Räsänen M.Versuch eines etymologischen Wörterbuchs der Tükksprachen. Helsinki, 1969, р. 187.	0	0	0	164cc9341d5e9eb1c5da15086e7fa5e6717a1f49f2ad59e0e09a1beda6b42b65
gram/morphol/prilag/neprodaffi2.htm	30. Щербак А. М. Сравнительная фонетика тюркских языков. Л., 1970, с. 193.	0	0	0	55851b629ae1d842790b08ed168176b5d95f2c98d53daaa90bc99f276bad4576
gram/morphol/prilag/nulaffi.htm	ДЕЗАФФИКСАЦИЯ ЗАИМСТВОВАННЫХ ПРИЛАГАТЕЛЬНЫХ (НУЛЕВЫЕ АФФИКСЫ)	17	12	5	db863dd720399e29c4f1bad4d5bc37276e642cc4d66a2ec4eeba190ff70bfaa2
gram/morphol/prilag/obchchar.htm	ИМЯ ПРИЛАГАТЕЛЬНОЕ	208	205	3	f7270b1637b5ea82459573f0a294163b5be202744d97c43030c7a4c290b043e8
gram/morphol/prilag/parprilag.htm	ПАРНЫЕ ПРИЛАГАТЕЛЬНЫЕ	53	52	1	9d02a61f16a26e17423c7caaddb53777ab0f9a742a54a193534f02293eeccaf5
gram/morphol/prilag/parprilag1.htm	Ср.: Киекбаев Ж. Ғ. Башҡорт теленең фонетикаһы. Өфө, 1958, с. 189.	0	0	0	a2f6f1700a7646c86d7cb70fcdcfcda4670e8caa89e68e09d0f09db684252853
gram/morphol/prilag/prilag.htm	ОБЩАЯ ХАРАКТЕРИСТИКА	0	0	0	23eb29a650e2dbb3a2ef75ab324ab93c525a4defce5340c7623b89d0df996af0
gram/morphol/prilag/prilagpovtor.htm	ПРИЛАГАТЕЛЬНЫЕ-ПОВТОРЫ (РЕДУПЛИКАЦИЯ)	96	96	0	fc0ef628fa9913eb1ce3b9258fbf88c986c97b205a0f1b164abb5bed02292bea
gram/morphol/prilag/prilagsra.htm	ПРИЛАГАТЕЛЬНЫЕ-СРАЩЕНИЯ	26	26	0	94335139d80c24b1be8c4a54557d9484fc82386e49a9a1d1083778142f7bb088
gram/morphol/prilag/prodaffi.htm	ПРОДУКТИВНЫЕ АФФИКСЫ	535	495	40	96478a2947040fe38efcb5f93aaeb10ddd3f426b56f1ad0dcc2c351e35e09931
gram/morphol/prilag/prodaffi1.htm	Здесь и далее цифровые данные об аффиксах приводятся по «Башкирско-русскому словарю» (М., 1958; далее – БРС).	0	0	0	ef0752c7daa61324f8d40e101c3a4ce8e4fe8ceca50e590e802c2c9cfde7322c
gram/morphol/prilag/prodaffi2.htm	Сходную картину наблюдаем в близкородственном татарском языке, где по данным «Татарско-русского словаря» (М., 1966; далее – ТРС) 63% исконных основ образуют прилагательные с -лы/-ле, алломорфы же -лө/-ло по литературным канонам эксплицитно не актуализированы; 24% основ формируются за счет заимствований из русского языка и через русский, а 13% представляют собой арабизмы и фарсизмы. Ср. несколько иные подсчеты в кн.: Ганиев Ф. А. Суффиксальное словообразование в современном татарском литературном языке. Казань, 1974, с. 160.	0	0	0	5b17894ed97a0609c4fbf45782b15be862670c0756eb616c597464f8285a281e
gram/morphol/prilag/prodaffi3.htm	Псянчин В. Ш. Обладательный падеж. – Вопросы башкирского языкознания. Уфа, 1975, с. 41–42; Ганиев Ф. А. Суффиксальное словообразование в современном татарском литературном языке. Казань, 1974, с. 160; ср.: Проспект «Грамматики современного башкирского литературного языка». Уфа, 1974, с. 35.	0	0	0	bf2280c711e4e867eb03d7d80b51a1037b9d3c4b0a75a4ae9f8917d3b49e3e6b
gram/morphol/prilag/prodaffi4.htm	Радлов В. В. Опыт словаря тюркских наречий. СПб., 1911, т. 4, с. 1852.	0	0	0	7002346d580518fda5d21c0fbe84e6318791d989b37b3306049ea8ef438a3436
gram/morphol/prilag/prodaffi5.htm	М. Рясянен считает это слово монголизмом: Räsänen M.Versuch eines etymologischen Wörterbuchs der Tükksprachen. Helsinki, 1969, S. 502.	0	0	0	d1b22e7dca8521f9e688eade2443a8d8a2b8121de8b9063a7eacba8b176a5640
gram/morphol/prilag/prodaffi6.htm	Севортян Э. В. Этимологический словарь тюркских языков: Общетюркские и межтюркские основы на гласные. М., 1974, с. 185.	0	0	0	be3e1141c5439d687af5ace76bed1b499ae4755ee6b30f3c53da141da7b83023
gram/morphol/prilag/prodaffi7.htm	См. также: Севортян Э. В. Этимологический словарь тюркских языков: Общетюркские и межтюркские основы на гласные. М., 1974, с. 85–86.	0	0	0	53e768adc5fc94f09a99d240b78d996be0587fca921068233697a94170071793
